"asnumber","asname","totalIPs"
198718,"OAO SEVERSVJAZ",4096
198719,"Intelliworkspace Ltd",2048
198720,"MOBICOM Ltd.",512
198721,"Progetto 8 S.r.l.",2048
198722,"TXRX Communications Ltd",256
198723,"University of Reading",256
198724,"LLC Coal company Zarechnaya",256
198725,"Ultimum Technologies s.r.o.",1280
198726,"Thuega MeteringService GmbH",3072
198727,"Kleos s.a.l. (Offshore)",256
198728,"OOO Panasonic RUS",256
198730,"Schuberg Philis B.V.",512
198731,"Prisco Electronica S.L",2048
198732,"Arkoon Network Security SA",256
198733,"OOO Insoft",512
198734,"HighSky Brokers, a.s.(Spolka Akcyjna) Oddzial w Polsce",256
198735,"Hilal Al-Rafidain for Computer and Internet Services Co., Ltd.",3072
198736,"Stream Networks Ltd",9216
198737,"TS-Yhtyma Oy",1280
198738,"CipherSpace GmbH",2048
198741,"Hungarian Datacenter Services Kft.",2048
198742,"Groupon Sp. z o.o.",512
198743,"Narodowe Centrum Badan Jadrowych",256
198744,"Public Enterprise Port's Infrastructure",256
198746,"Granet Marcin Grabowski",256
198749,"F-Secure Oyj",512
198750,"Association de Gestion Ecole Centrale Delectronique",512
198751,"MPT Tabo Spolka z o.o.",256
198752,"Wroclaw 2012 Sp. z o.o.",256
198753,"Excell Group PLC",1024
198754,"Ukraine-Host LLC",512
198755,"Gorset Ltd.",256
198756,"Easy Connect Limited",512
198757,"VyatkaTelekom LTD.",2048
198758,"Tele-K Ltd.",1024
198759,"European Police Office (EuroPol)",256
198760,"Quattre Internet SL",6144
198761,"Simac ICT Nederland B.V.",1792
198762,"OOO Migcredit",256
198763,"SPIRIT AEROSYSTEMS (EUROPE) LIMITED",256
198765,"Euroccor JSC",256
198766,"Netsystem Rafal Cyga",4352
198770,"Virtual Infrastructures LLC",768
198771,"Omni One Ltd.",256
198772,"Costa Crociere S.p.a.",512
198773,"Brightsource Industries (Israel) Ltd.",256
198774,"Ltd. Regional Media Transit",256
198777,"SYMETRA Wojciech Wielogorski",1024
198778,"Electronic Radio Optical Systems Ltd",256
198781,"G3 Network Services Ltd",2304
198782,"Waw.Net.Pl Maciej Krol",256
198784,"JSC Eastern Property Inc",1024
198785,"Sedmi Odjel d.o.o.",7168
198787,"North Caspian Operating Company B.V.",512
198788,"Urzad Marszalkowski Wojewodztwa Lubelskiego",256
198790,"Bravo Konsult Ltd.",256
198791,"Ekran-Telecom, LLC",2048
198792,"DSTORAGE s.a.s.",2304
198794,"Thomas Steen Rasmussen",256
198795,"Lukoil Estonia Ltd.",256
198798,"IFO.net Internet Service GmbH",256
198800,"Packet Loss s.r.l.",2048
198801,"Your Housing Group Ltd",256
198802,"Midya Telecom for telecommunications-LTD",2048
198803,"MoSoCo Sp. z o.o.",256
198805,"APAK service Company Limited",256
198806,"LLC SIBUR",512
198807,"Project A Ventures GmbH & Co. KG",2048
198808,"Spital Davos",256
198809,"Newman-Telecom LLC",256
198810,"One.com A/S",256
198811,"TERG sp. z o. o.",256
198812,"Sapient Security Limited",256
198813,"SychrovNET s.r.o.",4096
198814,"ALPHA StylSoft, s.r.o.",1024
198815,"Rikisutvarpid Ohf",2048
198816,"JSC National Multiservice Networks",4096
198817,"S 7 Information Technologies LLC",256
198818,"ISP Service eG",2048
198819,"JSC UNITED GRAIN COMPANY",256
198820,"Limited Liability Company Radio Network",1792
198821,"OOO Alkor and Co",256
198822,"Kulczyk Holding S.A.",256
198824,"NICKNAME NET Ltd.",512
198826,"Limited Liability Company Engineer Networks - Telecom",256
198827,"Elektro Gorenjska, podjetje za distribucijo elektricne energije, d.d.",256
198829,"IMPAQ Sp. z o.o.",256
198830,"Nordcom S.p.a.",2048
198831,"GPW + Co. Ltd",2048
198832,"OOO Optical Transport Network",256
198833,"Korado CJSC",256
198834,"JSC BankPozitiv Kazakhstan",256
198835,"KolNet",256
198838,"VECTOR sp. z o.o.",512
198840,"Nynas Stadsnat AB",768
198841,"Repro-PRINT d.o.o.",256
198842,"Ltd. Product-Service",256
198843,"NVENTA SRL",1024
198844,"PRED-Telecom OOO",256
198845,"National Joint-Stock Company Naftogaz of Ukraine subsidiary UkrTransGas",256
198847,"EXXOSS SPRL",1024
198848,"Nynas AB (publ)",2048
198849,"Cassava Enterprises Ltd.",2048
198850,"Hogarth Worldwide Limited",2048
198851,"NSTI Sp. z o. o.",256
198852,"PROTONET Adrian Ludyga",512
198853,"Fundacion ikerbasque",1024
198854,"SECNET Sp. z o.o.",256
198855,"GDF SUEZ ENERGY SERVICES",256
198856,"Valmaks, LLC",256
198857,"Biuro Rachunkowe Anna Szewczyk",256
198858,"cTrader Ltd",256
198859,"Osuuskunta Keskikaista",2048
198861,"BHS Telecommunication FZC",2048
198863,"Cambridge University Press (Holdings) Limited",512
198864,"Queen Mary and Westfield College, University of London",132096
198865,"PRESS-SERVICE Monitoring Mediow sp. z o.o.",256
198866,"CJSC VTB Capital",256
198867,"Computel SAL",512
198868,"BGTEL OOD",256
198869,"iTet AS",2048
198870,"easycash Loyalty Solutions GmbH",2048
198871,"Diputacion de Castellon",512
198872,"Haminan Energia Oy",2048
198873,"OOO SK Soglasie",256
198874,"JSC Liberty Bank",256
198875,"Assistance Publique-Hopitaux de Paris",131072
198876,"STATE OIL COMPANY OF AZERBAIJAN REPUBLIC (SOCAR) in Georgia",256
198877,"UTair Aviation JSC",256
198878,"Universidad de Navarra",65536
198880,"FLASH-NET-Renata-Chmielowiec",1024
198881,"Implix sp. z o.o.",512
198884,"RAINBOW TOURS S.A",256
198885,"Rebeloak SL",2048
198887,"WiFi Netcom di Vincenzo Pomarico",1024
198888,"RNet Adam Wojewoda",512
198889,"Private Entrepreneur Liudmyla V. Murad",256
198890,"Netway Broadband LTD",9216
198891,"AIROUTE S.C. Sebastian Wrona, Szymon Wrobel",256
198892,"GBC EXIM SRL",256
198893,"IO Solutions Ltd.",2560
198894,"EUnet d.o.o.",4096
198896,"CityLAN Lukasz Wajs",512
198897,"Esotiq and Henderson S.A.",256
198898,"SETA S.R.L.",2048
198899,"VAT Krymskiy Sodoviy Zavod",512
198900,"Imperial Tobacco Polska S.A",256
198901,"Ordbogen A/S",256
198902,"JSC Foreign Economic Association Technopromexport",256
198903,"Roskilde Kulturservice A/S",256
198904,"50Hertz Transmission GmbH",512
198905,"QuoVadis Trustlink Schweiz AG",256
198907,"OOO Harmony",256
198908,"GI Switzerland GmbH",3328
198909,"Bartosz Bartczak Algrim 2",1280
198910,"NETPAK Piotr Kubicki",512
198911,"Bill Me Later, Inc",2048
198912,"Societe Internationale de Telecommunications Aeronautiques",1024
198913,"Babiel GmbH",2048
198914,"WIND POWER ENERGY SRL",256
198915,"7bulls.com Sp. z o.o.",256
198916,"Inweb Adriatico s.r.l",2048
198917,"Flughafen Linz GesmbH",256
198918,"OOO Interdol",512
198919,"ENGINEERING INGEGNERIA INFORMATICA SPA",2048
198921,"Unix Storm - Michal Gottlieb",512
198922,"TUW SKOK - Towarzystwo Ubezpieczen Wzajemnych Spoldzielczych Kas Oszczednosciowo-Kredytowych",256
198924,"P.U.H. MARPONET Mariola Poczatko",1024
198925,"LTD Instream Group",512
198927,"KERAMNET MAREK KUROWSKI",1024
198928,"PROFLINK Edyta Ochenduszkiewicz",512
198929,"Limited liability company Sentinel Credit Management",256
198930,"C&S Breitband GmbH",17408
198932,"CEK, JSC",256
198933,"OOO Severo-Zapadnye telekommunikacii",256
198934,"Julian Alberto Gomez Hernandez trading as Adjenet Networks",1536
198935,"Jozef Woch Cybernet WMW",2560
198936,"Isolcom Oy",2048
198937,"Sanockie Zaklady Przemyslu Gumowego Stomil Sanok S.A.",256
198938,"Stone Computers AD",256
198940,"FADATA AD",256
198941,"Bianor Services EOOD",256
198944,"TN TELE-NETVAERK-IT A/S",512
198945,"TELBIT24 S.C. U.BIZON-BIDUS, R.BIDUS",256
198946,"North Atlantic Treaty Organization",8192
198947,"CJSC RetnNet",1024
198948,"UNINET Sp. z o.o.",1024
198949,"Value Solutions Binat-Rad Group Ltd",512
198950,"Ortsantennenbau Ausserfern GmbH&CoKG",2048
198952,"GRTgaz S.A.",256
198953,"PricewaterhouseCoopers IT Services, s.r.o.",512
198954,"Neteden SASU",256
198955,"OOO PromServiceBank",256
198956,"ARADOS GmbH",256
198957,"System Force I.T. Ltd",256
198958,"Zvooq Limited",512
198960,"Limited Liability Company RN-Inform",256
198961,"Wimax Montenegro d.o.o. Podgorica",256
198962,"SP ZOZ Lotnicze Pogotowie Ratunkowe",256
198963,"Datacity Comunicaciones SL",768
198964,"Descom Oy",2048
198965,"AddPro AB",2048
198966,"Fill Ltd.",8192
198968,"Cyberneticos Hosting SL",1024
198971,"ALPOL Przemyslaw Lepiarz",256
198972,"Tangram Canada Inc.",1024
198973,"Limited Liability Company RN-Inform",256
198974,"Limited Liability Company RN-Inform",256
198975,"Przedsiebiorstwo Produkcyjno-Handlowo-Uslugowe MAT-SAT telecom Tomasz Olech",1280
198976,"LLC Nauka-Svyaz",256
198977,"UnArtel s.r.o.",2048
198978,"Alkante SAS",256
198979,"Diebold Poland Sp. z o.o.",256
198980,"Lovely Systems GmbH",256
198981,"LLC SHAMROCK MOBILE",512
198982,"INSOFT.NET Tomasz Malarczuk",256
198984,"Bialnet R.Iwaniuk,A,Bubienczyk,M.Wichowski",1024
198985,"Association Aquilenet",2048
198986,"KESHET BROADCASTING LTD",512
198987,"Ltd. SysIQ UA",256
198988,"Wireless Connect Ltd.",2048
198990,"Biysk Telekom Ltd.",256
198991,"CET 21 spol. s.r.o.",4096
198992,"Opera Software International AS Sp. z o.o. Oddzial w Polsce",256
198993,"Workday Limited",256
198994,"Nova banka AD Banjaluka",2048
198995,"SulikaNET s.c. Tomasz Lewko i Pawel Mojzuk",1280
198996,"Westwing Home & Living GmbH",256
198997,"Interveille Global SAS",1024
198998,"PPG DECO POLSKA sp. z o.o.",256
198999,"InfoPower Sp. z o.o.",256
199000,"ALP-Seti LLC",256
199001,"Maaden Aluminum Ltd.Company",512
199003,"iNetWorx AG",256
199004,"Olimpstroy ltd.",256
199005,"Firma Informatyczna NSOLVE S.C.",1792
199006,"Centre National de la Fonction Publique Territoriale",256
199007,"OOO Rolis",256
199008,"IP Gasanov Farhad Urujbekovich",2816
199009,"Friendscout 24 GmbH",512
199010,"LLC Sweet Life Plus",256
199012,"Zalando GmbH",256
199013,"PJSC Bank Clearing House",256
199014,"KOMOS GROUP LLC",256
199015,"FREQUENTIS AG",768
199016,"VISUALFORMA TECNOLOGIAS DE INFORMACAO, SA",256
199020,"AVANT Ltd.",1024
199021,"ZAO Komteks",4096
199022,"FALCON PLUS LTD.",256
199024,"OJSC TH Russkiy Kholod",256
199025,"System-Prom-Invest, LLC",1024
199026,"alternatYva S.r.l.",9216
199027,"j2 Global Ireland Ltd",256
199028,"Uniwersytet Medyczny w Lublinie",512
199029,"World Registry of Internet Domains LTD",1024
199032,"Call27 Limited",256
199034,"WEB & Art Sp. z o.o.",1280
199038,"Inter Partner Assistance Yardim ve Destek Hizmetleri Ticaret Limited Sirketi",256
199039,"CAMPANIACOM S.P.A.",1536
199040,"Druzhba-Monolit LLC",256
199041,"ResenNet Aps",256
199042,"Numeria Srl",2048
199043,"IN-Software Polska sp. z o.o.",256
199045,"LTD Sky-Net",2048
199046,"Ultranet for Communication and Information Technology Ltd",2048
199047,"Swiss Data Safe AG",512
199048,"Krakra AD",2048
199049,"ojsc RZHD",256
199051,"D.O.O. Elit M Biljeljina",768
199053,"Golden Hightech BV",1024
199054,"ZAO PENZA-GSM",1024
199055,"Skyscape Cloud Services Ltd",9216
199057,"PHU AMPLUS Krzysztof Jonski",1024
199059,"Maurice Ward & Co., s.r.o.",256
199060,"Syriusz Dominika Mosor",2304
199061,"KM-NET Marek Sobol",5120
199062,"Vivaro Betting LLC",256
199063,"Peremena Ltd.",256
199064,"Qwant SAS",256
199065,"Cegeka Polska sp.z o.o.",256
199066,"Data8 Limited",256
199067,"Startpack LLC",256
199069,"KAPPA Tomasz Kicowski, Beata Staron-Kicowska",512
199070,"State Intitution Resources of Yamala",512
199071,"Jan Prunk K.D.",256
199072,"Center of Computor Research JSC",512
199074,"EXAPROBE SAS",512
199075,"TV-EURO-SAT Marek Gzowski",2048
199076,"Ruch S.A.",512
199078,"Telecom-VIST Ltd.",512
199080,"JSC COMMERCIAL BANK KHLYNOV",256
199081,"LANCOM LTD.",8704
199082,"Razavi Information and communication technology company Plc",1024
199083,"Mediaprint Zeitungs- und Zeitschrifftenverlag Ges.m.b.H. & Co KG",65536
199084,"SEDA SPA - GRUPPO KGS",256
199085,"ZAO INLINE GROUP",512
199086,"Cadooz AG",256
199087,"KaseNet Oy",8192
199089,"TANGRAM RUS LLC",512
199090,"Muenchener Zeitungsverlag GmbH & Co. KG",256
199091,"The Best Media Halina Ostrowska",1024
199092,"Cortex IT SA",2048
199093,"Moscow State Industrial University",256
199095,"Citymesh NV",3840
199096,"CJSC Digital network Logos",4096
199101,"MITRANET.CZ, s.r.o.",2048
199102,"LTD Personal Interactive Communications",2048
199103,"StreamLogic corp.",1024
199104,"Deutsche Bank AG",1024
199105,"Centrum Systemow Informacyjnych Ochrony Zdrowia",256
199106,"Globalcall BV",256
199110,"R-18 Ltd.",256
199112,"SIGMA-SOFT Ltd",256
199113,"P.P.H.U. SOFTEX Tomasz Pierzynka",2304
199114,"Celesio AG",256
199115,"Idium AS",4096
199116,"SPRL INTERNATIONAL BUSINESS MACHINES OF BELGIUM",256
199117,"ARSOE de Bretagne - Cooperative Agricole",512
199118,"Heinlein- Professional Linux Support GmbH",2048
199119,"OOO Barstel",512
199120,"ZAO Sinara Group",256
199121,"flexOptix GmbH",256
199122,"European Chemicals Agency",1024
199125,"Alliance Reseaux SAS",256
199126,"VOLKSWAGEN BANK RUS LLC",256
199127,"CHP VVV - PRINT PLUS",256
199128,"PET NET DOO Gevgelija",5120
199129,"Next point Host EOOD.",1536
199130,"Ocean Media Group Limited",256
199131,"City of York Council",256
199132,"TOXITY records OOD",256
199133,"Via-Vox Ltd",2048
199134,"Sociedad de Fomento Agricola Castellonense S.A.",2048
199135,"Satcom1 ApS",3072
199136,"Delta Ltd.",512
199137,"Info24 AB",256
199138,"Stowarzyszenie Promocji i Rozwoju Internetu OsadaNET",512
199139,"Weritech V.O.F.",2048
199140,"Orange S.A.",768
199141,"Iris Printing S.A.",256
199143,"Indaleccius Broadcasting SL",2304
199144,"Ingenico GmbH",2304
199145,"LLC Farmstandart",256
199146,"OOO Claster",256
199147,"Spoldzielnia Obrotu Towarowego Przemyslu Mleczarskiego",256
199148,"Ministry of Health of Russian Federation",256
199149,"NextiraOne Polska Sp. z o.o.",256
199150,"Excedo Networks AB",1536
199151,"MAGIS-MEDIANET Jacek Krzciuk",256
199153,"PSF Maximum LLC",256
199154,"Swedish Radio Supply i Wermland AB",256
199156,"Eweka Internet Services B.V.",1024
199159,"DATASIX Rechenzentrumsbetriebs GmbH",768
199161,"RBS-Holding ltd",256
199162,"PREDICTYS SAS",1024
199163,"UBL Informationssysteme GmbH",2048
199164,"Tipicall Limited",256
199165,"Shibboleet Ltd",256
199166,"ASSECO Poland S.A.",256
199167,"ABF HEBERGEMENT SARL",256
199168,"StreamLogic corp.",256
199169,"Adastra Bulgaria EOOD",256
199170,"OOO OlimpTelecom",512
199172,"ZAO INTERSKOL",256
199173,"TechnoLux Ltd.",1280
199174,"CJSC Commercial Innovation Bank Education",256
199177,"HOTELI-BERNARDIN d.d.",256
199178,"Micro Systems Marc Balmer",256
199179,"Major Cargo Service Jsc.",256
199180,"ALGETI s.r.o.",2048
199181,"Orakom S.r.l.",4096
199184,"COMMERCIAL BANK INVESTRUSTBANK (OPEN JOINT-STOCK COMPANY)",256
199186,"CJSC ALPHACOM URAL",768
199188,"PrimeXM Prime Exchange Markets GmbH",1536
199189,"CHAMBER OF COMMERCE AND INDUSTRY OF ROMANIA",256
199190,"CGG SERVICES SA",512
199191,"Klausner Trading International GmbH",256
199194,"MONT System LLC",256
199195,"N.T. OrangeNet",1792
199196,"Infracast Ltd",1536
199197,"KRZYSZTOF MUKLEWICZ Raich - Krzysztof Muklewicz",512
199199,"CDC ARKHINEO",256
199201,"SPI-NET Norbert Nowicki",2048
199202,"Nordata SRL",2048
199203,"IAC Search & Media Europe Ltd",1024
199204,"CorNetworks Ltd",512
199205,"Huemer Data Center GmbH",2304
199206,"IRONFX Financial Services Ltd.",256
199208,"AktaBank PJSC",256
199209,"Internet Securities Bulgaria Ltd.",256
199212,"Zaklad Elektronicznej Techniki Obliczeniowej w Katowicach Sp. z o.o.",768
199213,"Venzo Hosting A/S",4096
199214,"Trust Telecom Ltd",512
199215,"Ellos AB",256
199216,"Compass-Verlag GmbH",512
199217,"IKARUS Security Software GmbH",256
199218,"SAS Neo Services",8192
199220,"KrU Stredoceskeho kraje",768
199221,"BG Laptop Ltd.",256
199222,"Jantar Sp.zo.o.",256
199224,"Advatek Limited",512
199225,"Park Hotel Vitznau AG",256
199226,"Cablemel S.L.",8192
199229,"Exonik Sarl",1024
199230,"MITKOCOM EOOD",256
199231,"Datalahti Oy",1280
199232,"UAB G4S Lietuva",256
199233,"Mutuelle Assurance Instituteur France STE",256
199234,"Komputerowe Studio Grafiki, Wojciech Lis",2816
199236,"EMARSYS eMarketing Systems AG",2816
199237,"PE Kometa di Cervellera Luca",2048
199240,"OOO STUDIO MODERNA",1024
199243,"SIS Swiss Internet Services GmbH",256
199244,"Altus informacijske tehnologije d.o.o.",1024
199245,"AEGIS OUTSOURCING UK LIMITED",256
199246,"Fragkoulis Maounis & Co. General Partnership (OE)",512
199247,"Comspet Worlds Ltd.",256
199248,"NUMLOG s.a.r.l.",256
199250,"CENTRUM KOMPUTEROWE PARTNET MIROSLAW WOLSZLEGIER",1024
199251,"MnogoByte LLC",1024
199252,"PCBOOT USLUGI INFORMATYCZNO-INTERNETOWE RAFAL WILK",256
199254,"ICI LA LUNE SARL",1024
199255,"Groupement Interet Economique REVE",1024
199256,"Leeson Telecom Holdings Ltd",3328
199259,"Ural Security System Center Ltd.",256
199261,"Gildia LLC",256
199262,"Transport for London",512
199263,"New Systems AM LTD",256
199265,"Inwep Sp. z o.o.",256
199266,"LLC Systemnaya Integraciya",256
199267,"NET-STYLE ATARIM LTD",4864
199269,"Ardenta Limited",1024
199270,"HASHIKMA NGN International Communications 015LTD",1024
199271,"Gesamtverband der Deutschen Versicherungswirtschaft e.V.",1024
199272,"Accelya World SLU",1024
199273,"HanseCom Gesellschaft fuer Informations- und Kommunikationsdienstleistung mbH",256
199274,"Management Networks LLC",1024
199275,"SARL IPSET",1024
199277,"Yadle S.A.S.",1024
199278,"Adant LLC",1024
199279,"Silesian University of Technology, Computer Centre",256
199280,"ZAO MSP",256
199281,"JSC Eniseytelephone",256
199282,"Sofia Lan EOOD",256
199283,"STRUCTURED COMMUNICATIONS LIMITED",4096
199286,"Abtec Network Systems LTD",1024
199287,"Mile Telecom Ltd",256
199288,"T.H. Global Vision SARL",1024
199289,"Kobalt ApS",1024
199291,"Blue Chip Data Systems Limited",1280
199292,"Antonio Borrego Pineda",1280
199294,"Esri Deutschland Group GmbH",512
199295,"Limited Liability Company Data Center M100",4096
199296,"Virtual Space Maciej Wasiuta",1280
199297,"Skt Interconnect SRL",5888
199298,"Jan Stetina",1024
199300,"The State Agency of Medicines of Latvia",256
199303,"Sonardyne International Ltd",256
199304,"Optinet Online Ltd.",1024
199305,"NLG GmbH",256
199308,"QUAL.IT S.A.S.",1024
199309,"CONSORZIO ELETTRICO DI STORO, SOCIETA COOPERATIVA",4096
199312,"Megavista Online S.L.",512
199313,"UKRNAFTA, Public Joint Stock Company",512
199314,"CB BNP Paribas Vostok LLC",256
199315,"Nauka-Svyaz Chernozemye LLC",512
199316,"AVTOTOR Holding",256
199317,"Ltd. Saturn-R",256
199318,"System Easy Admin Sweden AB",2304
199319,"VOICE-NET Sp. z o.o.",1536
199320,"OAO Osnova Telecom",2048
199321,"Intesys Networking Srl",1536
199322,"MS-NET MICHAL SLUSARCZYK",256
199324,"EL.COM. S.R.L.",1024
199325,"Semplify Srl",1280
199326,"PJSC CB Miraf-Bank",256
199327,"IER Systems SAS",1024
199328,"OU Ekspress Digital",256
199329,"BANCO MEDIOLANUM SA",256
199330,"CentralNic Ltd",256
199331,"WAVES S.A.L",3072
199332,"Digifoon Group B.V.",1024
199333,"Yapi ve Kredi Bankasi Genel Mudurluk",256
199335,"Talk Straight Ltd.",4096
199336,"VMware International Ltd.",256
199339,"Infragreen AS",1024
199341,"Margonet S.C. Przemyslaw Parzyjagla i Marcin Janik",256
199342,"Universita Cattolica del Sacro Cuore",1024
199343,"TV Loja Comunicaciones, S.L.",2304
199345,"Peter Persson",256
199346,"Kerry Broadband Ltd",3072
199348,"fibraweb s.r.l.",1024
199349,"Neolane S.A.",2048
199350,"Ministerstvo financi",1024
199351,"Private Entrepreneur Panchuk Oleksandr Yakovych",256
199353,"Simtech Tomasz Nir, Robert Zimnowoda Sp. J.",256
199355,"Landstinget Dalarna",8192
199356,"Tellion Sp. z o.o.",1024
199358,"INFO-NET Michal Multan",256
199359,"TELECOMUNICACIONES MERINO S.A",1024
199361,"City Connect LLC",1024
199363,"NetMaz S.C. Urszula Mulik Agnieszka Parol",512
199364,"RAX.BG EOOD",1024
199365,"ProstoDNS Ltd.",512
199366,"Yesilbir Bilisim Teknolojileri Bilgisayar Yayincilik Sanayi ve Ticaret Ltd. Sti.",3840
199367,"Globe Business Publishing Limited",1024
199370,"Athens International Airport SA",1024
199372,"Hirschmann Automotive GmbH",1024
199373,"E-Search Limited",2048
199375,"TELEPERFORMANCE HELLAS SA",256
199376,"Netskin GmbH",1024
199377,"M-PLUS LLC",256
199378,"DBS Internet Stanislaw Dabinski",256
199380,"A2Z TELECOMUNICACIONES, S.L.",2048
199381,"DATAMAX Artur Cebula",256
199382,"Regency Entertainment S.A.",512
199383,"CMRP SARL",512
199386,"Nasonov Mikhail Mikhailovich",512
199388,"Longbow Electric LLC",2048
199389,"TKT-NET A. Kaniewska, R. Kaniewski s.c.",2048
199390,"M. Swierk trading as ALFA KOMPUTER SYSTEM",1024
199391,"Xglobe Online LTD",2048
199392,"Satlan s.r.o.",1024
199393,"INTERPOST sh.p.k",1024
199394,"LLC RTL",256
199396,"Sames Wireless",512
199397,"SunGard Availability Services France SA",1792
199399,"Greek Research and Technology Network S.A",256
199401,"APIS IT d.o.o.",1024
199403,"DR. BAEHLER DROPA AG",1024
199405,"Oslavany.NET",1024
199407,"Agencja Reklamowa OPUS B Sp.j. B. Budzik, R. Szostak",512
199408,"bol.com BV",1536
199409,"FarmaProm Polska Sp. z o.o.",512
199411,"Spoldzielnia Mieszkaniowa Metalowiec W Krasniku",1024
199412,"Pixelhouse GmbH",1024
199413,"Air-Net S.C.",1792
199417,"ServerBase GmbH",1024
199419,"LIMON YAZILIM VE BILISIM DANISMANLIK HIZMETLERI LIMITED SIRKETI",512
199420,"OOO Fly Engeneering Group",1280
199421,"MTI Teleport Muenchen GmbH Gesellschaft fur Satellitenubertragungen",2048
199422,"Rezopole A.D.",1792
199423,"VADAVO SOLUCIONES SL",1024
199424,"KSregistry GmbH",256
199425,"North Development AB",1024
199427,"Limited Liability Company DataHarbour",1024
199428,"TELNET Marek Zimolong",512
199429,"PFA Dinu Laurentiu Viorel",256
199430,"Limited Liability Company GOODWOOD",256
199431,"Interplat Ltd.",256
199432,"Skt Netcon SRL",15360
199433,"Koncar-Elektronika i informatika d.d.",256
199434,"CONSORCIO DE TELECOMUNICACIONES AVANZADA S.A.",2048
199435,"Wimax On Line, S.L.",8192
199436,"Towarzystwo Finansowe SKOK S.A.",256
199437,"Verband der Versicherungsunternehmen Oesterreichs",256
199438,"Florian Moschner",256
199439,"PJSC MELIOR BANK",256
199441,"Cosium sarl",768
199442,"Perfektel sp z .o.o",256
199443,"Duvamis EOOD",256
199444,"GUP Moscow Social Register",256
199446,"TRANQUIL IT SYSTEMS SAS",1024
199447,"Agency for Animal Identification and Registration",256
199448,"N.T.E. Limited",3072
199449,"Maciej Zukowski trading as Netkom Uslugi informatyczne",1024
199450,"STIB LLC",256
199451,"NET-SPACE Dariusz Zielinski",768
199453,"Telnet Solutions Krystian Brzoza",256
199456,"VALID TECHNOLOGY L.P.",1024
199458,"Eazi Telecom Ltd",512
199459,"Resursy Biznesa Ltd.",256
199463,"Bank National Factoring Company (Joint-Stock Company)",256
199467,"iFuture Style SRL",2816
199468,"Solway Communications Limited",1024
199470,"Orebro Lans Landsting",1792
199472,"Foundation for Assistance for Internet Technologies and Infrastructure Development",1024
199473,"SEWERYN TYBORSKI trading as Barnet",1024
199474,"Concepy ApS",1024
199475,"Mazowieckie Sieci Swiatlowodowe sp. z o.o.",1024
199476,"Grand Connect LLC",512
199477,"Diesel S.p.A. Unipersonale",1024
199478,"RADIOCABLE INGENIEROS S.L.",4096
199479,"WRN Broadcast Ltd",1024
199480,"Alajarven Puhelinosuuskunta, JAPO",8960
199481,"K3 Managed Services Limited",1024
199482,"SANGANET TELECOMUNICACIONES SL",2048
199483,"NextiraOne Europe B.V.",1024
199484,"SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticaret Ltd. Sti.",3840
199485,"JL COM SAS",256
199486,"Tamico Oy",2048
199487,"ONE-SYSTEM SARL",256
199490,"INTERCONNECT s.r.o.",1024
199492,"SITA Polska Sp.Zoo",256
199493,"Krajnalic Komunikacije d.o.o.",4096
199494,"ETTH Bartosz Bachowski",1024
199496,"EBRETIC Enginyeria SL",1024
199498,"Adrem Invest SRL",256
199500,"Private Entrepreneur Yeremeyeva Nataliya Igorevna",256
199502,"Green Telecom, LLC",1024
199503,"Lannet S.C. Marek Komala Jerzy Lomperta",2048
199504,"Geometria.me LLC",256
199506,"Baidu (Hong Kong) Limited",512
199508,"S1 Networks Oy",1024
199509,"Protezione Civile Regione Autonoma Friuli Venezia Giulia",2048
199510,"WIFIMAX s.c. Radoslaw Swiatlowski Lukasz Zaremba",256
199511,"DAgency SA",512
199512,"Demax JSC",256
199515,"Asseco SEE Teknoloji Anonim Sirketi",256
199516,"PACKNET LIMITED",512
199517,"INTERMATIK Mateusz Skucik",256
199518,"Charterhouse Network Services Limited",1024
199522,"Tedas BV",512
199523,"European Multilateral Clearing Facility N.V.",256
199524,"Wargaming Interactive GmbH",9728
199527,"UAB Bite Lietuva",512
199528,"Allocine S.A.",768
199534,"JSC Eniseytelephone",256
199536,"TECHDIGITAL DI ANGELASTRI GIUSEPPE",512
199537,"KIT Finance PA OOO",256
199539,"Vertex Ltd.",1024
199541,"EUROCONTROL, the European Organisation for the Safety of Air Navigation",87040
199542,"Sonassi Ltd",1024
199543,"TicMate AB",768
199544,"Remote24 AB",1536
199546,"Interra Telecom LLC",256
199547,"Voix s.r.l.",2560
199549,"Open Joint Stock Company All Russian Institute of Light Alloys",1024
199550,"PPHU DANEX Danuta Tomaszczyk",256
199551,"Multiplay Sp. z o.o. Sp. K.",3072
199554,"U. Bachofen trading as bachofen.net",2048
199555,"Virgin Money plc",512
199557,"CB&I UK Ltd",256
199558,"MEDIA PARTNERS SIA",512
199559,"Bloomberg Polarlake Limited",512
199560,"Ltd. ENGRUP",256
199561,"Republican Unitary Enterprise 'Minsk Tractor Plant'",256
199562,"Edifice Communications SA",1024
199563,"Varian Medical Systems International AG",1024
199564,"Medical Products Agency",256
199566,"iNic AS",8192
199567,"Fr. Sauter AG",1280
199568,"DIRRA SAS",256
199569,"Cognizant Technology Solutions UK Limited",1024
199571,"EASTER-EGGS SARL",2048
199572,"Setevye technologii LLC",256
199574,"CANCOM cloud solutions GmbH",512
199575,"Centre Interbancaire Regional Rhone Alpes SA",256
199576,"Limited Liability Company Insurance Company Surgutneftegas",256
